card_id,name_ko,name_en,pool,scope,rarity,cost,type,status,modeled_clauses,total_clauses,unsupported_keywords,score_low,score_baseline,score_high,benchmark_v2,benchmark_v3,residual_low,residual_baseline,residual_high,rules,unmodeled_clauses,description_en
SNAP,넘기기,Snap,necrobinder,character,Common,E1,Attack,full_fixed,2,2,,3.65,3.65,3.65,5.3,5.3,-1.65,-1.65,-1.65,atomic_grant_retain|atomic_osty_damage,,Osty deals 7 damage. Add Retain to a card in your Hand.
SNEAKY,비열함,Sneaky,silent,character,Rare,E2,Power,partial,1,1,SLY,0.6,2.1,10.8,17.0,17.0,,,,atomic_fixed|event_triggers,,"Whenever another player attacks an enemy, gain 1 Block."
SOLAR_STRIKE,태양의 타격,Solar Strike,regent,character,Common,E1,Attack,full_fixed,2,2,,6.0,6.0,6.0,5.3,5.3,0.7,0.7,0.7,simple_fixed_v3,,Deal 9 damage. Gain 1 Stars.
SOOT,그을음,Soot,status,status,Status,E-1,Status,partial,0,0,UNPLAYABLE,0.0,0.0,0.0,,,,,,,,
SOUL,영혼,Soul,token,token,Token,E0,Skill,full_fixed,1,1,,2.4,2.4,2.4,,,,,,simple_fixed_v3,,Draw 2 cards.
SOUL_STORM,영혼 폭풍,Soul Storm,necrobinder,character,Rare,E1,Attack,partial,1,2,,4.5,4.5,4.5,6.5,6.5,,,,atomic_fixed,Deals 2 additional damage for each Soul in your Exhaust Pile.,Deal 9 damage. Deals 2 additional damage for each Soul in your Exhaust Pile.
SOVEREIGN_BLADE,군주의 칼날,Sovereign Blade,token,token,Token,E2,Attack,full_fixed,1,1,,5.5,5.5,5.5,,,,,,simple_fixed_v3,,Deal 10 damage.
SOW,파종,Sow,necrobinder,character,Common,E1,Attack,full_fixed,1,1,,5.7,5.7,5.7,5.3,5.3,0.4,0.4,0.4,simple_fixed_v3,,Deal 8 damage to ALL enemies.
SPECTRUM_SHIFT,스펙트럼 이동,Spectrum Shift,regent,character,Uncommon,E2,Power,full_scenario,1,1,,6.0,14.8,24.0,11.0,11.0,-5.0,3.8,13.0,atomic_random_colorless_card|recurring_turns,,"At the start of your turn, add 1 random Colorless card into your Hand."
SPEEDSTER,스피드스터,Speedster,silent,character,Uncommon,E2,Power,full_scenario,1,1,,1.3,4.55,23.4,11.0,11.0,-9.7,-6.45,12.4,atomic_fixed|event_triggers,,"Whenever you draw a card during your turn, deal 2 damage to ALL enemies."
SPINNER,스피너,Spinner,defect,character,Rare,E1,Power,full_scenario,1,1,,5.25,12.95,21.0,6.5,6.5,-1.25,6.45,14.5,atomic_fixed|recurring_turns,,"At the start of your turn, Channel 1 Glass."
SPIRIT_OF_ASH,잿빛 혼령,Spirit of Ash,necrobinder,character,Rare,E1,Power,full_scenario,1,1,,2.4,8.4,43.2,6.5,6.5,-4.1,1.9,36.7,atomic_fixed|event_triggers,,"Whenever you play an Ethereal card, gain 4 Block."
SPITE,악의,Spite,ironclad,character,Uncommon,E0,Attack,full_scenario,2,2,,2.5,4.5,5.75,5.0,4.3,-1.8,0.2,1.45,atomic_fixed|conditional_extra_hits|multi_hit_strength_synergy,,"Deal 5 damage. If you lost HP this turn, hits 2 times."
SPLASH,착수,Splash,colorless,colorless,Uncommon,E1,Skill,partial,1,2,,2.5,2.5,2.5,6.8,6.8,,,,atomic_free_generated_card,Choose 1 of 3 random Attacks from another character to add into your Hand.,Choose 1 of 3 random Attacks from another character to add into your Hand. It's free to play this turn.
SPOILS_MAP,보물 지도,Spoils Map,quest,quest,Quest,E-1,Quest,partial,0,1,UNPLAYABLE,0.0,0.0,0.0,,,,,,,Marks a site of 600 extra Gold in the next Act.,Marks a site of 600 extra Gold in the next Act.
SPOILS_OF_BATTLE,전투의 성과,Spoils of Battle,regent,character,Common,E1,Skill,full_fixed,2,2,,5.05,5.05,5.05,5.3,5.3,-0.25,-0.25,-0.25,simple_fixed_v3,,Forge 5. Draw 2 cards.
SPORE_MIND,포자 잠식,Spore Mind,curse,curse,Curse,E1,Curse,full_fixed,0,0,,-1.0,-1.0,-1.0,,,,,,,,
SPUR,격려,Spur,necrobinder,character,Uncommon,E1,Skill,partial,1,2,,3.8,3.8,3.8,6.5,6.5,,,,atomic_fixed,Osty heals 5 HP.,Summon 3. Osty heals 5 HP.
SQUASH,짓누르기,Squash,event,event,Event,E1,Attack,full_fixed,2,2,,9.0,9.0,9.0,,,,,,simple_fixed_v3,,Deal 10 damage. Apply 2 Vulnerable.
SQUEEZE,쥐어짜기,Squeeze,necrobinder,character,Rare,E3,Attack,partial,1,2,,11.25,11.25,11.25,20.0,20.0,,,,atomic_osty_damage,Deals 5 additional damage for ALL your other Osty Attacks.,Osty deals 25 damage. Deals 5 additional damage for ALL your other Osty Attacks.
STACK,스택,Stack,event,event,Event,E1,Skill,full_scenario,1,1,,3.0,9.0,15.0,,,,,,equal_to_quantity,,Gain Block equal to the number of cards in your Discard Pile.
STAMPEDE,쇄도,Stampede,ironclad,character,Uncommon,E2,Power,partial,0,1,,0.0,0.0,0.0,11.0,11.0,,,,,"At the end of your turn, 1 random Attack in your Hand is played against a random enemy.","At the end of your turn, 1 random Attack in your Hand is played against a random enemy."
STARDUST,우주 먼지,Stardust,regent,character,Uncommon,E0+SX,Attack,full_scenario,1,1,,2.25,4.5,9.0,,,,,,random_target|x_value,,Deal 5 damage to a random enemy X times.
STOKE,화력 증폭,Stoke,ironclad,character,Rare,E1,Skill,full_scenario,2,2,,1.0,7.6,35.0,6.5,6.5,-5.5,1.1,28.5,atomic_exhaust_hand|atomic_random_card_card|scaling_count,,Exhaust your Hand. Add 1 random card into your Hand for each card Exhausted.
STOMP,짓밟기,Stomp,ironclad,character,Uncommon,E3,Attack,partial,1,2,,7.8,7.8,7.8,16.0,16.0,,,,atomic_fixed,Costs 1 less Energy for each Attack played this turn.,Deal 12 damage to ALL enemies. Costs 1 less Energy for each Attack played this turn.
STONE_ARMOR,돌 갑옷,Stone Armor,ironclad,character,Uncommon,E1,Power,full_fixed,1,1,,6.4,6.4,6.4,6.5,6.5,-0.1,-0.1,-0.1,simple_fixed_v3,,Gain 4 Plating.
STORM,폭풍,Storm,defect,character,Uncommon,E1,Power,full_scenario,1,1,,2.2,7.7,39.6,6.5,6.5,-4.3,1.2,33.1,atomic_fixed|event_triggers,,"Whenever you play a Power, Channel 1 Lightning."
STORM_OF_STEEL,강철의 폭풍,Storm of Steel,silent,character,Rare,E1,Skill,full_scenario,2,2,,-1.1,2.18,18.0,6.5,6.5,-7.6,-4.32,11.5,atomic_discard_hand|atomic_fixed|scaling_count,,Discard your Hand. Add 1 Shiv into your Hand for each card discarded.
STRANGLE,목 조르기,Strangle,silent,character,Uncommon,E1,Attack,full_scenario,2,2,,5.1,7.85,23.8,6.5,6.5,-1.4,1.35,17.3,atomic_fixed|atomic_hp_bypass|event_triggers,,"Deal 8 damage. Whenever you play a card this turn, the enemy loses 2 HP."
STRATAGEM,책략,Stratagem,colorless,colorless,Uncommon,E1,Power,partial,0,1,,0.0,0.0,0.0,6.8,6.8,,,,,"Whenever you shuffle your Draw Pile, choose a card from it to put into your Hand.","Whenever you shuffle your Draw Pile, choose a card from it to put into your Hand."
STRIKE_DEFECT,타격,Strike,defect,character,Basic,E1,Attack,full_fixed,1,1,,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,simple_fixed_v3,,Deal 6 damage.
STRIKE_IRONCLAD,타격,Strike,ironclad,character,Basic,E1,Attack,full_fixed,1,1,,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,simple_fixed_v3,,Deal 6 damage.
STRIKE_NECROBINDER,타격,Strike,necrobinder,character,Basic,E1,Attack,full_fixed,1,1,,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,simple_fixed_v3,,Deal 6 damage.
STRIKE_REGENT,타격,Strike,regent,character,Basic,E1,Attack,full_fixed,1,1,,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,simple_fixed_v3,,Deal 6 damage.
STRIKE_SILENT,타격,Strike,silent,character,Basic,E1,Attack,full_fixed,1,1,,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,simple_fixed_v3,,Deal 6 damage.
SUBROUTINE,서브루틴,Subroutine,defect,character,Uncommon,E1,Power,full_scenario,1,1,,2.5,8.75,45.0,6.5,6.5,-4.0,2.25,38.5,atomic_fixed|event_triggers,,"Whenever you play a Power, gain 1 Energy."
SUCKER_PUNCH,불의의 일격,Sucker Punch,silent,character,Common,E1,Attack,full_fixed,2,2,,6.1,6.1,6.1,5.3,5.3,0.8,0.8,0.8,simple_fixed_v3,,Deal 8 damage. Apply 1 Weak.
SUMMON_FORTH,대령하라,Summon Forth,regent,character,Uncommon,E1,Skill,partial,1,2,,2.64,2.64,2.64,6.5,6.5,,,,atomic_fixed,Put Sovereign Blade into your Hand from anywhere.,Put Sovereign Blade into your Hand from anywhere. Forge 8.
SUNDER,찢기,Sunder,defect,character,Uncommon,E3,Attack,full_scenario,2,2,,12.0,17.25,19.5,16.0,16.0,-4.0,1.25,3.5,atomic_fixed|condition_probability,,"Deal 24 damage. If this kills an enemy, gain 3 Energy."
SUPERCRITICAL,임계 초과,Supercritical,defect,character,Rare,E0,Skill,full_fixed,1,1,,9.0,9.0,9.0,6.5,6.5,2.5,2.5,2.5,simple_fixed_v3,,Gain 4 Energy.
SUPERMASSIVE,초질량,Supermassive,regent,character,Uncommon,E1,Attack,partial,1,2,,2.5,2.5,2.5,6.5,6.5,,,,atomic_fixed,Deals 3 additional damage for each card you created this combat.,Deal 5 damage. Deals 3 additional damage for each card you created this combat.
SUPPRESS,진압,Suppress,silent,character,Ancient,E0,Attack,full_fixed,2,2,,12.3,12.3,12.3,,,,,,simple_fixed_v3,,Deal 11 damage. Apply 3 Weak.
SURVIVOR,생존자,Survivor,silent,character,Basic,E1,Skill,full_fixed,2,2,,5.05,5.05,5.05,3.0,3.0,2.05,2.05,2.05,simple_fixed_v3,,Gain 8 Block. Discard 1 card.
SWEEPING_BEAM,광선 휩쓸기,Sweeping Beam,defect,character,Common,E1,Attack,full_fixed,2,2,,5.15,5.15,5.15,5.3,5.3,-0.15,-0.15,-0.15,simple_fixed_v3,,Deal 6 damage to ALL enemies. Draw 1 card.
SWEEPING_GAZE,훑어보기,Sweeping Gaze,token,token,Token,E0,Attack,partial,0,1,,-2.0,-2.0,-2.0,,,,,,,Osty deals 10 damage to a random enemy.,Osty deals 10 damage to a random enemy.
SWORD_BOOMERANG,부메랑 칼날,Sword Boomerang,ironclad,character,Common,E1,Attack,full_scenario,1,1,,4.05,4.55,5.55,5.3,5.3,-1.25,-0.75,0.25,atomic_random_target_damage|multi_hit_strength_synergy,,Deal 3 damage to a random enemy 3 times.
SWORD_SAGE,검성,Sword Sage,regent,character,Rare,E2,Power,partial,0,1,,0.0,0.0,0.0,17.0,17.0,,,,,Sovereign Blade gains Replay 1.,Sovereign Blade gains Replay 1.
SYNCHRONIZE,동기화,Synchronize,defect,character,Uncommon,E1,Skill,full_scenario,1,1,,0.6,2.52,15.0,6.5,6.5,-5.9,-3.98,8.5,atomic_temporary_stat|scaling_count,,Gain 2 Focus this turn for each unique Orb you have.
SYNTHESIS,합성,Synthesis,defect,character,Uncommon,E2,Attack,partial,1,2,,7.0,7.0,7.0,11.0,11.0,,,,atomic_fixed,The next Power you play costs 0 Energy.,Deal 14 damage. The next Power you play costs 0 Energy.
TACTICIAN,전략가,Tactician,silent,character,Uncommon,E3,Skill,partial,1,1,SLY,2.5,2.5,2.5,16.0,16.0,,,,simple_fixed_v3,,Gain 1 Energy.
TAG_TEAM,태그 팀,Tag Team,colorless,colorless,Uncommon,E2,Attack,partial,1,2,,5.5,5.5,5.5,12.0,12.0,,,,atomic_fixed,The next Attack another player plays on the enemy is played an extra time.,Deal 11 damage. The next Attack another player plays on the enemy is played an extra time.
TANK,탱커,Tank,ironclad,character,Rare,E1,Power,partial,0,2,,0.0,0.0,0.0,6.5,6.5,,,,,Take double damage from enemies. || Allies take half damage from enemies.,Take double damage from enemies. Allies take half damage from enemies.
TAUNT,도발,Taunt,ironclad,character,Uncommon,E1,Skill,full_fixed,2,2,,6.2,6.2,6.2,6.5,6.5,-0.3,-0.3,-0.3,simple_fixed_v3,,Gain 7 Block. Apply 1 Vulnerable.
TEAR_ASUNDER,갈가리 찢기,Tear Asunder,ironclad,character,Rare,E2,Attack,partial,1,2,,2.5,2.5,2.5,17.0,17.0,,,,atomic_fixed,Hits an additional time for each time you lost HP this combat.,Deal 5 damage. Hits an additional time for each time you lost HP this combat.
TEMPEST,뇌우,Tempest,defect,character,Uncommon,EX,Skill,full_scenario,1,1,,2.2,4.4,8.8,,,,,,atomic_fixed|x_value,,Channel X Lightning.
TERRAFORMING,테라포밍,Terraforming,regent,character,Uncommon,E1,Skill,full_fixed,1,1,,3.0,3.0,3.0,6.5,6.5,-3.5,-3.5,-3.5,simple_fixed_v3,,Gain 6 Vigor.
TESLA_COIL,테슬라 코일,Tesla Coil,defect,character,Uncommon,E0,Attack,partial,1,2,,1.5,1.5,1.5,5.0,4.3,,,,atomic_fixed,Trigger all Lightning against the enemy.,Deal 3 damage. Trigger all Lightning against the enemy.
THE_BOMB,폭탄,The Bomb,colorless,colorless,Uncommon,E2,Skill,full_fixed,1,1,,13.312,13.312,13.312,12.0,12.0,1.312,1.312,1.312,atomic_fixed|fixed_delay_n,,"At the end of 3 turns, deal 40 damage to ALL enemies."
THE_GAMBIT,포석,The Gambit,colorless,colorless,Rare,E0,Skill,partial,1,2,,30.0,30.0,30.0,5.0,5.0,,,,atomic_fixed,"If you take unblocked attack damage this combat, die.","Gain 50 Block. If you take unblocked attack damage this combat, die."
THE_HUNT,사냥,The Hunt,silent,character,Rare,E1,Attack,partial,1,2,,4.0,4.0,4.0,6.5,6.5,,,,atomic_fixed,"If Fatal, gain an additional card reward.","Deal 10 damage. If Fatal, gain an additional card reward."
THE_SCYTHE,사신의 낫,The Scythe,necrobinder,character,Rare,E2,Attack,partial,1,2,,5.5,5.5,5.5,17.0,17.0,,,,atomic_fixed,Permanently increase this card's damage by 4.,Deal 13 damage. Permanently increase this card's damage by 4.
THE_SEALED_THRONE,봉인된 왕좌,The Sealed Throne,regent,character,Ancient,E1+S3,Power,full_scenario,1,1,,1.5,5.25,27.0,,,,,,atomic_fixed|event_triggers,,"Whenever you play a card, gain 1 Stars."
THE_SMITH,위대한 재련,The Smith,regent,character,Rare,E1+S4,Skill,full_fixed,1,1,,9.9,9.9,9.9,,,,,,simple_fixed_v3,,Forge 30.
THINKING_AHEAD,미래 예지,Thinking Ahead,colorless,colorless,Uncommon,E0,Skill,full_fixed,2,2,,1.9,1.9,1.9,4.25,4.25,-2.35,-2.35,-2.35,atomic_fixed|atomic_hand_to_topdeck,,Draw 2 cards. Put 1 card from your Hand on top of your Draw Pile.
THRASH,난타,Thrash,ironclad,character,Rare,E1,Attack,partial,1,2,,4.0,4.25,4.75,6.5,6.5,,,,atomic_fixed|multi_hit_strength_synergy,Exhaust a random Attack in your Hand and add its damage to this card.,Deal 4 damage twice. Exhaust a random Attack in your Hand and add its damage to this card.
THRUMMING_HATCHET,고동치는 도끼,Thrumming Hatchet,colorless,colorless,Uncommon,E1,Attack,full_fixed,2,2,,7.9,7.9,7.9,6.8,6.8,1.1,1.1,1.1,atomic_delayed_self_return|atomic_fixed,,"Deal 11 damage. At the start of your next turn, return this to your Hand."
THUNDER,벼락,Thunder,defect,character,Uncommon,E1,Power,partial,0,1,,0.0,0.0,0.0,6.5,6.5,,,,,"Whenever you Evoke Lightning, deal 6 damage to each enemy hit.","Whenever you Evoke Lightning, deal 6 damage to each enemy hit."
THUNDERCLAP,천둥,Thunderclap,ironclad,character,Common,E1,Attack,full_fixed,1,1,,4.6,4.6,4.6,5.3,5.3,-0.7,-0.7,-0.7,atomic_fixed,,Deal 4 damage and apply 1 Vulnerable to ALL enemies.
TIMES_UP,때가 되었다,Time's Up,necrobinder,character,Rare,E2,Attack,full_scenario,1,1,,1.5,9.0,19.0,17.0,17.0,-15.5,-8.0,2.0,equal_to_quantity,,Deal damage equal to the enemy's Doom.
TOOLS_OF_THE_TRADE,작업 도구,Tools of the Trade,silent,character,Rare,E1,Power,full_scenario,1,1,,2.25,5.55,9.0,6.5,6.5,-4.25,-0.95,2.5,atomic_fixed|recurring_turns,,"At the start of your turn, draw 1 card and discard 1 card."
TORIC_TOUGHNESS,고리형 강인함,Toric Toughness,event,event,Event,E2,Skill,partial,1,2,,3.0,3.0,3.0,,,,,,atomic_fixed,Gain 5 Block at the start of the next 2 turns.,Gain 5 Block. Gain 5 Block at the start of the next 2 turns.
TOXIC,유독성,Toxic,status,status,Status,E1,Status,full_scenario,1,1,,-17.5,-8.122,-1.0,,,,,,atomic_self_damage|condition_probability|recurring_turns,,"At the end of your turn, if this is in your Hand, take 5 damage."
TRACKING,추적,Tracking,silent,character,Rare,E2,Power,partial,0,1,,0.0,0.0,0.0,17.0,17.0,,,,,Weak enemies take double damage from Attacks.,Weak enemies take double damage from Attacks.
TRANSFIGURE,변형,Transfigure,necrobinder,character,Rare,E1,Skill,partial,1,2,,1.0,3.0,6.0,6.5,6.5,,,,atomic_grant_replay,It costs an extra 1 Energy.,Add Replay to a card in your Hand. It costs an extra 1 Energy.
TRASH_TO_TREASURE,고철을 보물로,Trash to Treasure,defect,character,Rare,E1,Power,partial,0,1,,0.0,0.0,0.0,6.5,6.5,,,,,"Whenever you create a Status, Channel 1 random Orb.","Whenever you create a Status, Channel 1 random Orb."
TREMBLE,떨림,Tremble,ironclad,character,Common,E1,Skill,full_fixed,1,1,,5.0,5.0,5.0,5.3,5.3,-0.3,-0.3,-0.3,simple_fixed_v3,,Apply 3 Vulnerable.
TRUE_GRIT,진정한 끈기,True Grit,ironclad,character,Common,E1,Skill,full_fixed,2,2,,4.7,4.7,4.7,5.3,5.3,-0.6,-0.6,-0.6,atomic_fixed|atomic_random_exhaust,,Gain 7 Block. Exhaust 1 card at random.
TURBO,터보,TURBO,defect,character,Common,E0,Skill,full_fixed,2,2,,2.7,2.7,2.7,2.7,2.7,0.0,0.0,0.0,simple_fixed_v3,,Gain 2 Energy. Add a Void into your Discard Pile.
TWIN_STRIKE,이중 타격,Twin Strike,ironclad,character,Common,E1,Attack,full_scenario,1,1,,5.0,5.25,5.75,5.3,5.3,-0.3,-0.05,0.45,multi_hit_strength_synergy|simple_fixed_v3,,Deal 5 damage twice.
TYRANNY,독재,Tyranny,regent,character,Rare,E1,Power,partial,0,1,,-1.0,-1.0,-1.0,6.5,6.5,,,,,"At the start of your turn, draw 1 card and Exhaust 1 card from your Hand.","At the start of your turn, draw 1 card and Exhaust 1 card from your Hand."
ULTIMATE_DEFEND,궁극의 수비,Ultimate Defend,colorless,colorless,Uncommon,E1,Skill,full_fixed,1,1,,6.6,6.6,6.6,6.8,6.8,-0.2,-0.2,-0.2,simple_fixed_v3,,Gain 11 Block.
ULTIMATE_STRIKE,궁극의 타격,Ultimate Strike,colorless,colorless,Uncommon,E1,Attack,full_fixed,1,1,,7.0,7.0,7.0,6.8,6.8,0.2,0.2,0.2,simple_fixed_v3,,Deal 14 damage.
UNDEATH,불사,Undeath,necrobinder,character,Rare,E0,Skill,full_scenario,2,2,,3.7,4.7,6.7,6.5,6.5,-2.8,-1.8,0.2,atomic_copy_self_discard|atomic_fixed,,Gain 7 Block. Add a copy of this card into your Discard Pile.
UNLEASH,풀어놓기,Unleash,necrobinder,character,Basic,E1,Attack,partial,1,2,,2.7,2.7,2.7,3.0,3.0,,,,atomic_osty_damage,Deals additional damage equal to Osty's current HP.,Osty deals 6 damage. Deals additional damage equal to Osty's current HP.
UNMOVABLE,요지부동,Unmovable,ironclad,character,Rare,E2,Power,partial,0,1,,0.0,0.0,0.0,17.0,17.0,,,,,"The first time you gain Block from a card each turn, double the amount gained.","The first time you gain Block from a card each turn, double the amount gained."
UNRELENTING,무자비,Unrelenting,ironclad,character,Uncommon,E2,Attack,partial,1,2,,7.0,7.0,7.0,11.0,11.0,,,,atomic_fixed,The next Attack you play costs 0 Energy.,Deal 14 damage. The next Attack you play costs 0 Energy.
UNTOUCHABLE,범접 불가,Untouchable,silent,character,Common,E2,Skill,partial,1,1,SLY,3.6,3.6,3.6,9.0,9.0,,,,simple_fixed_v3,,Gain 6 Block.
UPPERCUT,어퍼컷,Uppercut,ironclad,character,Uncommon,E2,Attack,full_fixed,3,3,,10.6,10.6,10.6,11.0,11.0,-0.4,-0.4,-0.4,simple_fixed_v3,,Deal 13 damage. Apply 1 Weak. Apply 1 Vulnerable.
UPROAR,난동,Uproar,defect,character,Common,E2,Attack,partial,1,2,,6.0,6.25,6.75,9.0,9.0,,,,atomic_fixed|multi_hit_strength_synergy,Play a random Attack from your Draw Pile.,Deal 6 damage twice. Play a random Attack from your Draw Pile.
UP_MY_SLEEVE,비책,Up My Sleeve,silent,character,Uncommon,E2,Skill,partial,1,2,,5.7,5.7,5.7,11.0,11.0,,,,atomic_fixed,Reduce this card's cost by 1.,Add 3 Shivs into your Hand. Reduce this card's cost by 1.
VEILPIERCER,장막 관통자,Veilpiercer,necrobinder,character,Uncommon,E1,Attack,partial,1,2,,5.0,5.0,5.0,6.5,6.5,,,,atomic_fixed,The next Ethereal card you play costs 0 Energy.,Deal 10 damage. The next Ethereal card you play costs 0 Energy.
VENERATE,추앙,Venerate,regent,character,Basic,E1,Skill,full_fixed,1,1,,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,simple_fixed_v3,,Gain 2 Stars.
VICIOUS,포악함,Vicious,ironclad,character,Uncommon,E1,Power,full_scenario,1,1,,1.25,4.375,22.5,6.5,6.5,-5.25,-2.125,16.0,atomic_fixed|event_triggers,,"Whenever you apply Vulnerable, draw 1 card."
VOID,공허,Void,status,status,Status,E-1,Status,partial,0,1,UNPLAYABLE,-1.0,-1.0,-1.0,,,,,,,"Whenever you draw this card, lose 1 Energy.","Whenever you draw this card, lose 1 Energy."
VOID_FORM,공허의 형상,Void Form,regent,character,Rare,E3,Power,partial,0,2,,-1.0,-1.0,-1.0,20.0,20.0,,,,,End your turn. || The first 2 cards you play each turn are free to play.,End your turn. The first 2 cards you play each turn are free to play.
VOLLEY,난사,Volley,colorless,colorless,Uncommon,EX,Attack,full_scenario,1,1,,4.5,9.0,18.0,,,,,,random_target|x_value,,Deal 10 damage to a random enemy X times.
VOLTAIC,동전기,Voltaic,defect,character,Rare,E3,Skill,partial,0,1,,-1.0,-1.0,-1.0,20.0,20.0,,,,,Channel Lightning equal to the Lightning already Channeled this combat.,Channel Lightning equal to the Lightning already Channeled this combat.
WASTE_AWAY,쇠퇴,Waste Away,token,token,Status,E-1,Status,partial,0,1,,0.0,0.0,0.0,,,,,,,Gain 1 less Energy per turn.,Gain 1 less Energy per turn.
WELL_LAID_PLANS,괜찮은 전략,Well-Laid Plans,silent,character,Uncommon,E1,Power,full_scenario,1,1,,1.65,4.07,6.6,6.5,6.5,-4.85,-2.43,0.1,atomic_retain_up_to|recurring_turns,,"At the end of your turn, Retain up to 1 card."
WHIRLWIND,소용돌이,Whirlwind,ironclad,character,Uncommon,EX,Attack,full_scenario,1,1,,3.25,6.5,13.0,,,,,,atomic_fixed|x_value,,Deal 5 damage to ALL enemies X times.
WHISTLE,호각 불기,Whistle,event,event,Ancient,E3,Attack,partial,1,2,,15.5,15.5,15.5,,,,,,atomic_fixed,Stun the enemy.,Deal 33 damage. Stun the enemy.
WHITE_NOISE,백색 소음,White Noise,defect,character,Uncommon,E1,Skill,full_fixed,2,2,,6.5,6.5,6.5,6.5,6.5,0.0,0.0,0.0,atomic_free_generated_card|atomic_random_power_card,,Add a random Power into your Hand. It's free to play this turn.
WISH,염원,Wish,event,event,Ancient,E0,Skill,partial,0,1,,-1.0,-1.0,-1.0,,,,,,,Put a card from your Draw Pile into your Hand.,Put a card from your Draw Pile into your Hand.
WISP,위습,Wisp,necrobinder,character,Common,E0,Skill,full_fixed,1,1,,1.5,1.5,1.5,2.7,2.7,-1.2,-1.2,-1.2,simple_fixed_v3,,Gain 1 Energy.
WITHER,침체,Wither,status,status,Status,E-1,Status,partial,1,1,UNPLAYABLE,-9.9,-4.274,0.0,,,,,,atomic_self_damage|condition_probability|recurring_turns,,"At the end of your turn, if this is in your Hand, take 3 damage."
WOUND,부상,Wound,status,status,Status,E-1,Status,partial,0,0,UNPLAYABLE,0.0,0.0,0.0,,,,,,,,
WRAITH_FORM,유령의 형상,Wraith Form,silent,character,Ancient,E3,Power,full_scenario,2,2,,4.5,11.975,24.0,,,,,,atomic_intangible|atomic_lose_dexterity_conditional_stock|recurring_turns,,"Gain 2 Intangible. At the start of your turn, lose 1 Dexterity."
WRITHE,몸부림,Writhe,curse,curse,Curse,E-1,Curse,partial,0,0,UNPLAYABLE,0.5,0.5,0.5,,,,,,,,
WROUGHT_IN_WAR,전장의 생존자,Wrought in War,regent,character,Common,E1,Attack,full_fixed,2,2,,5.81,5.81,5.81,5.3,5.3,0.51,0.51,0.51,simple_fixed_v3,,Deal 7 damage. Forge 7.
ZAP,파지직,Zap,defect,character,Basic,E1,Skill,full_fixed,1,1,,2.2,2.2,2.2,3.0,3.0,-0.8,-0.8,-0.8,simple_fixed_v3,,Channel 1 Lightning.
