card_id,name_ko,name_en,pool,rarity,cost,source,clause_index,family,family_ko,polarity,scaling_or_conditional,template_en,clause_en,clause_ko,numeric_values,structured_stats
BACKFLIP,공중제비,Backflip,silent,Common,E1,body,2,draw,카드 뽑기,positive_or_mixed,False,Draw {n} cards.,Draw 2 cards.,카드를 2장 뽑습니다.,2,"{""damage"":null,""block"":5,""hit_count"":null,""cards_draw"":2,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":5,""Cards"":2},""upgrade"":{""block"":""+3""}}"
BACKSTAB,배신,Backstab,silent,Uncommon,E0,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 11 damage.,피해를 11 줍니다.,11,"{""damage"":11,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":11},""upgrade"":{""damage"":""+4""}}"
BACKSTAB,배신,Backstab,silent,Uncommon,E0,keyword,,keyword,카드 키워드,contextual,False,Keyword: Exhaust,Keyword: Exhaust,키워드: 소멸,,"{""damage"":11,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":11},""upgrade"":{""damage"":""+4""}}"
BACKSTAB,배신,Backstab,silent,Uncommon,E0,keyword,,keyword,카드 키워드,contextual,False,Keyword: Innate,Keyword: Innate,키워드: 선천성,,"{""damage"":11,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":11},""upgrade"":{""damage"":""+4""}}"
BAD_LUCK,불운,Bad Luck,curse,Curse,E-1,body,1,hp,체력,negative_or_cost,False,"At the end of your turn, if this is in your Hand, lose {n} HP.","At the end of your turn, if this is in your Hand, lose 13 HP.","내 턴 종료 시 이 카드가 손에 있다면, 체력을 13 잃습니다.",13,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":13,""vars"":{""HpLoss"":13},""upgrade"":null}"
BAD_LUCK,불운,Bad Luck,curse,Curse,E-1,body,1,trigger,지속/발동기,negative_or_cost,False,"At the end of your turn, if this is in your Hand, lose {n} HP.","At the end of your turn, if this is in your Hand, lose 13 HP.","내 턴 종료 시 이 카드가 손에 있다면, 체력을 13 잃습니다.",13,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":13,""vars"":{""HpLoss"":13},""upgrade"":null}"
BAD_LUCK,불운,Bad Luck,curse,Curse,E-1,keyword,,keyword,카드 키워드,contextual,False,Keyword: Unplayable,Keyword: Unplayable,키워드: 사용불가,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":13,""vars"":{""HpLoss"":13},""upgrade"":null}"
BAD_LUCK,불운,Bad Luck,curse,Curse,E-1,keyword,,keyword,카드 키워드,contextual,False,Keyword: Eternal,Keyword: Eternal,키워드: 영구,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":13,""vars"":{""HpLoss"":13},""upgrade"":null}"
BALL_LIGHTNING,번개 구체,Ball Lightning,defect,Common,E1,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 7 damage.,피해를 7 줍니다.,7,"{""damage"":7,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":7},""upgrade"":{""damage"":""+3""}}"
BALL_LIGHTNING,번개 구체,Ball Lightning,defect,Common,E1,body,2,orb,구체,positive_or_mixed,False,Channel {n} Lightning.,Channel 1 Lightning.,전기를 1번 영창합니다.,1,"{""damage"":7,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":7},""upgrade"":{""damage"":""+3""}}"
BANSHEES_CRY,밴시의 외침,Banshee's Cry,necrobinder,Rare,E9,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage to ALL enemies.,Deal 33 damage to ALL enemies.,모든 적에게 피해를 33 줍니다.,33,"{""damage"":33,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":2,""hp_loss"":null,""vars"":{""Damage"":33,""Energy"":2},""upgrade"":{""cost"":7}}"
BANSHEES_CRY,밴시의 외침,Banshee's Cry,necrobinder,Rare,E9,body,2,card_cost,비용 변화,positive_or_mixed,True,Costs {n} Energy less for each Ethereal card played this combat.,Costs 2 Energy less for each Ethereal card played this combat.,이번 전투 동안 사용한 휘발성 카드 1장당 비용이 2 Energy 감소합니다.,2,"{""damage"":33,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":2,""hp_loss"":null,""vars"":{""Damage"":33,""Energy"":2},""upgrade"":{""cost"":7}}"
BANSHEES_CRY,밴시의 외침,Banshee's Cry,necrobinder,Rare,E9,body,2,card_play,추가 사용/재사용,positive_or_mixed,True,Costs {n} Energy less for each Ethereal card played this combat.,Costs 2 Energy less for each Ethereal card played this combat.,이번 전투 동안 사용한 휘발성 카드 1장당 비용이 2 Energy 감소합니다.,2,"{""damage"":33,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":2,""hp_loss"":null,""vars"":{""Damage"":33,""Energy"":2},""upgrade"":{""cost"":7}}"
BANSHEES_CRY,밴시의 외침,Banshee's Cry,necrobinder,Rare,E9,body,2,energy,에너지,positive_or_mixed,True,Costs {n} Energy less for each Ethereal card played this combat.,Costs 2 Energy less for each Ethereal card played this combat.,이번 전투 동안 사용한 휘발성 카드 1장당 비용이 2 Energy 감소합니다.,2,"{""damage"":33,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":2,""hp_loss"":null,""vars"":{""Damage"":33,""Energy"":2},""upgrade"":{""cost"":7}}"
BANSHEES_CRY,밴시의 외침,Banshee's Cry,necrobinder,Rare,E9,body,2,scaling,가변/스케일링,positive_or_mixed,True,Costs {n} Energy less for each Ethereal card played this combat.,Costs 2 Energy less for each Ethereal card played this combat.,이번 전투 동안 사용한 휘발성 카드 1장당 비용이 2 Energy 감소합니다.,2,"{""damage"":33,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":2,""hp_loss"":null,""vars"":{""Damage"":33,""Energy"":2},""upgrade"":{""cost"":7}}"
BARRAGE,일제 사격,Barrage,defect,Common,E1,body,1,damage,피해,positive_or_mixed,True,Deal {n} damage for each Channeled Orb.,Deal 5 damage for each Channeled Orb.,영창된 구체 1개당 피해를 5 줍니다.,5,"{""damage"":5,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":5,""CalculationBase"":0,""CalculationExtra"":1},""upgrade"":{""damage"":""+2""}}"
BARRAGE,일제 사격,Barrage,defect,Common,E1,body,1,orb,구체,positive_or_mixed,True,Deal {n} damage for each Channeled Orb.,Deal 5 damage for each Channeled Orb.,영창된 구체 1개당 피해를 5 줍니다.,5,"{""damage"":5,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":5,""CalculationBase"":0,""CalculationExtra"":1},""upgrade"":{""damage"":""+2""}}"
BARRAGE,일제 사격,Barrage,defect,Common,E1,body,1,scaling,가변/스케일링,positive_or_mixed,True,Deal {n} damage for each Channeled Orb.,Deal 5 damage for each Channeled Orb.,영창된 구체 1개당 피해를 5 줍니다.,5,"{""damage"":5,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":5,""CalculationBase"":0,""CalculationExtra"":1},""upgrade"":{""damage"":""+2""}}"
BARRICADE,바리케이드,Barricade,ironclad,Rare,E3,body,1,block,방어도,positive_or_mixed,False,Block is not removed at the start of your turn.,Block is not removed at the start of your turn.,내 턴 시작 시 방어도가 사라지지 않습니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""cost"":2}}"
BASH,강타,Bash,ironclad,Basic,E2,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 8 damage.,피해를 8 줍니다.,8,"{""damage"":8,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":8,""VulnerablePower"":2,""Vulnerable"":2},""upgrade"":{""damage"":""+2"",""vulnerable"":""+1""}}"
BASH,강타,Bash,ironclad,Basic,E2,body,2,debuff,약화 효과,positive_or_mixed,False,Apply {n} Vulnerable.,Apply 2 Vulnerable.,취약을 2 부여합니다.,2,"{""damage"":8,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":8,""VulnerablePower"":2,""Vulnerable"":2},""upgrade"":{""damage"":""+2"",""vulnerable"":""+1""}}"
BATTLE_TRANCE,전투 최면,Battle Trance,ironclad,Uncommon,E0,body,1,draw,카드 뽑기,positive_or_mixed,False,Draw {n} cards.,Draw 3 cards.,카드를 3장 뽑습니다.,3,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":3,""energy_gain"":null,""hp_loss"":null,""vars"":{""Cards"":3},""upgrade"":{""cards"":""+1""}}"
BATTLE_TRANCE,전투 최면,Battle Trance,ironclad,Uncommon,E0,body,2,draw,카드 뽑기,negative_or_cost,False,You cannot draw additional cards this turn.,You cannot draw additional cards this turn.,이번 턴 동안 더 이상 카드를 뽑을 수 없습니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":3,""energy_gain"":null,""hp_loss"":null,""vars"":{""Cards"":3},""upgrade"":{""cards"":""+1""}}"
BATTLE_TRANCE,전투 최면,Battle Trance,ironclad,Uncommon,E0,body,2,restriction,사용 제약,negative_or_cost,False,You cannot draw additional cards this turn.,You cannot draw additional cards this turn.,이번 턴 동안 더 이상 카드를 뽑을 수 없습니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":3,""energy_gain"":null,""hp_loss"":null,""vars"":{""Cards"":3},""upgrade"":{""cards"":""+1""}}"
BEACON_OF_HOPE,희망의 등불,Beacon of Hope,colorless,Rare,E1,body,1,ally,협동,positive_or_mixed,True,"Whenever you gain Block on your turn, other players gain half that much Block.","Whenever you gain Block on your turn, other players gain half that much Block.","내 턴 동안 방어도를 얻을 때마다, 다른 플레이어가 그 절반만큼 방어도를 얻습니다.",,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""add_innate"":1}}"
BEACON_OF_HOPE,희망의 등불,Beacon of Hope,colorless,Rare,E1,body,1,block,방어도,positive_or_mixed,True,"Whenever you gain Block on your turn, other players gain half that much Block.","Whenever you gain Block on your turn, other players gain half that much Block.","내 턴 동안 방어도를 얻을 때마다, 다른 플레이어가 그 절반만큼 방어도를 얻습니다.",,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""add_innate"":1}}"
BEACON_OF_HOPE,희망의 등불,Beacon of Hope,colorless,Rare,E1,body,1,scaling,가변/스케일링,positive_or_mixed,True,"Whenever you gain Block on your turn, other players gain half that much Block.","Whenever you gain Block on your turn, other players gain half that much Block.","내 턴 동안 방어도를 얻을 때마다, 다른 플레이어가 그 절반만큼 방어도를 얻습니다.",,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""add_innate"":1}}"
BEACON_OF_HOPE,희망의 등불,Beacon of Hope,colorless,Rare,E1,body,1,trigger,지속/발동기,positive_or_mixed,True,"Whenever you gain Block on your turn, other players gain half that much Block.","Whenever you gain Block on your turn, other players gain half that much Block.","내 턴 동안 방어도를 얻을 때마다, 다른 플레이어가 그 절반만큼 방어도를 얻습니다.",,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""add_innate"":1}}"
BEAM_CELL,레이저 포인터,Beam Cell,defect,Common,E0,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 3 damage.,피해를 3 줍니다.,3,"{""damage"":3,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":3,""VulnerablePower"":1,""Vulnerable"":1},""upgrade"":{""damage"":""+1"",""vulnerable"":""+1""}}"
BEAM_CELL,레이저 포인터,Beam Cell,defect,Common,E0,body,2,debuff,약화 효과,positive_or_mixed,False,Apply {n} Vulnerable.,Apply 1 Vulnerable.,취약을 1 부여합니다.,1,"{""damage"":3,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":3,""VulnerablePower"":1,""Vulnerable"":1},""upgrade"":{""damage"":""+1"",""vulnerable"":""+1""}}"
BEAT_DOWN,두들겨 패기,Beat Down,colorless,Rare,E3,body,1,discard,버리기,positive_or_mixed,False,Play {n} random Attacks from your Discard Pile.,Play 3 random Attacks from your Discard Pile.,버린 카드 더미에서 무작위 공격 카드를 3장 사용합니다.,3,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":3,""energy_gain"":null,""hp_loss"":null,""vars"":{""Cards"":3},""upgrade"":{""cards"":""+1""}}"
BEAT_DOWN,두들겨 패기,Beat Down,colorless,Rare,E3,body,1,card_move,카드 이동/탐색,positive_or_mixed,False,Play {n} random Attacks from your Discard Pile.,Play 3 random Attacks from your Discard Pile.,버린 카드 더미에서 무작위 공격 카드를 3장 사용합니다.,3,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":3,""energy_gain"":null,""hp_loss"":null,""vars"":{""Cards"":3},""upgrade"":{""cards"":""+1""}}"
BEAT_DOWN,두들겨 패기,Beat Down,colorless,Rare,E3,body,1,card_play,추가 사용/재사용,positive_or_mixed,False,Play {n} random Attacks from your Discard Pile.,Play 3 random Attacks from your Discard Pile.,버린 카드 더미에서 무작위 공격 카드를 3장 사용합니다.,3,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":3,""energy_gain"":null,""hp_loss"":null,""vars"":{""Cards"":3},""upgrade"":{""cards"":""+1""}}"
BEAT_INTO_SHAPE,재성형,Beat into Shape,regent,Rare,E1,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 5 damage.,피해를 5 줍니다.,5,"{""damage"":5,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":5,""CalculationBase"":5,""CalculationExtra"":5},""upgrade"":{""damage"":""+2"",""calculationbase"":""+2"",""calculationextra"":""+2""}}"
BEAT_INTO_SHAPE,재성형,Beat into Shape,regent,Rare,E1,body,2,forge,제련,positive_or_mixed,True,Forge X.,Forge X.,단조 X.,,"{""damage"":5,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":5,""CalculationBase"":5,""CalculationExtra"":5},""upgrade"":{""damage"":""+2"",""calculationbase"":""+2"",""calculationextra"":""+2""}}"
BEAT_INTO_SHAPE,재성형,Beat into Shape,regent,Rare,E1,body,2,scaling,가변/스케일링,positive_or_mixed,True,Forge X.,Forge X.,단조 X.,,"{""damage"":5,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":5,""CalculationBase"":5,""CalculationExtra"":5},""upgrade"":{""damage"":""+2"",""calculationbase"":""+2"",""calculationextra"":""+2""}}"
BEAT_INTO_SHAPE,재성형,Beat into Shape,regent,Rare,E1,body,3,forge,제련,positive_or_mixed,False,Forges an additional {n} for every other time you've hit the enemy this turn.,Forges an additional 5 for every other time you've hit the enemy this turn.,이번 턴에 대상 적을 공격한 다른 횟수마다 추가로 단조 5.,5,"{""damage"":5,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":5,""CalculationBase"":5,""CalculationExtra"":5},""upgrade"":{""damage"":""+2"",""calculationbase"":""+2"",""calculationextra"":""+2""}}"
BECKON,유인,Beckon,status,Status,E1,body,1,hp,체력,negative_or_cost,False,"At the end of your turn, if this is in your Hand, lose {n} HP.","At the end of your turn, if this is in your Hand, lose 6 HP.","내 턴 종료 시 이 카드가 손에 있다면, 체력을 6 잃습니다.",6,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":6,""vars"":{""HpLoss"":6},""upgrade"":null}"
BECKON,유인,Beckon,status,Status,E1,body,1,trigger,지속/발동기,negative_or_cost,False,"At the end of your turn, if this is in your Hand, lose {n} HP.","At the end of your turn, if this is in your Hand, lose 6 HP.","내 턴 종료 시 이 카드가 손에 있다면, 체력을 6 잃습니다.",6,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":6,""vars"":{""HpLoss"":6},""upgrade"":null}"
BEGONE,물렀거라!,BEGONE!,regent,Common,E1,body,1,card_transform,변화,positive_or_mixed,False,Choose a card in your Hand to Transform into Minion Strike.,Choose a card in your Hand to Transform into Minion Strike.,손에 있는 카드를 1장 선택해 하수인 타격으로 변화시킵니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""description_changed"":1}}"
BEGONE,물렀거라!,BEGONE!,regent,Common,E1,body,1,card_move,카드 이동/탐색,positive_or_mixed,False,Choose a card in your Hand to Transform into Minion Strike.,Choose a card in your Hand to Transform into Minion Strike.,손에 있는 카드를 1장 선택해 하수인 타격으로 변화시킵니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""description_changed"":1}}"
BEGONE,물렀거라!,BEGONE!,regent,Common,E1,body,1,osty,오스티/소환,positive_or_mixed,False,Choose a card in your Hand to Transform into Minion Strike.,Choose a card in your Hand to Transform into Minion Strike.,손에 있는 카드를 1장 선택해 하수인 타격으로 변화시킵니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""description_changed"":1}}"
